Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,Median_state_inc,UPB>Appraisal
36,158340,102,671,Y,1538,1569,210000,210000,0.980242,Pay-off,non-default,CA,"49,894",0
26,143000,100,732,N,1997,6264,258000,255589,0.318806,Active,non-default,NM,"37,587",0
37,187850,81,618,N,624,1387,91000,78200,0.449892,Default,default,SC,"39,326",1
18,72100,95,696,Y,2107,65000,310000,310000,0.032415,Pay-off,non-default,NY,"44,228",0
29,82400,97,737,N,2791,6103,300000,290365,0.457316,Pay-off,non-default,CO,"51,022",0
32,175500,100,670,Y,1167,2123,73000,72900,0.549694,Active,non-default,TX,"41,275",1
27,117250,100,717,N,1750,3821,179000,175840,0.457995,Pay-off,non-default,SC,"39,326",0
27,58950,90,737,N,4352,18333,216000,210000,0.237386,Pay-off,non-default,WA,"48,688",0
31,116400,97,733,Y,3300,7934,255000,254900,0.415931,Pay-off,non-default,FL,"40,171",0
35,320000,97,664,Y,1450,5025,160000,160000,0.288575,Pay-off,non-default,FL,"40,171",1
23,185000,100,655,Y,2408,5624,325000,322700,0.428165,Active,non-default,GA,"43,217",0
51,134910,90,704,N,901,3750,124000,121725,0.240267,Default,default,TX,"41,275",1
42,94000,100,786,N,1445,6918,98000,89750,0.208875,Active,non-default,TX,"41,275",0
44,284050,95,636,N,0,5025,140000,140000,0,Active,non-default,NY,"44,228",1
37,144000,90,561,N,2289,4924,163000,162071,0.464866,Active,non-default,NC,"39,000",0
21,68000,94,751,N,1844,5700,176150,169900,0.323509,Active,non-default,AZ,"42,590",0
27,127250,95,640,N,2605,4680,78000,74900,0.556624,Pay-off,non-default,AL,"38,111",1
37,348000,80,640,N,3251,5025,303000,295000,0.647006,Active,non-default,NC,"39,000",1
37,171000,95,775,N,1687,4999,150000,150000,0.337467,Active,non-default,CA,"49,894",1
57,270000,90,727,Y,1062,5025,130000,130000,0.211357,Pay-off,non-default,NJ,"56,772",1
52,130000,100,734,Y,1835,3007,245000,230000,0.610243,Active,non-default,IL,"45,787",0
31,129950,97,660,N,2049,5330,138000,138000,0.384428,Active,non-default,VA,"53,275",0
24,151900,95,685,Y,1823,7887,175000,171500,0.23114,Active,non-default,NC,"39,000",0
36,110000,100,734,N,2333,6800,300000,300000,0.343088,Pay-off,non-default,CA,"49,894",0
37,66000,80,757,Y,1026,2083,52000,49000,0.492559,Active,non-default,IN,"43,003",1
31,117500,100,657,N,2004,4500,204000,177500,0.445333,Active,non-default,WA,"48,688",0
37,130250,79,750,N,2930,8909,261000,259237,0.328881,Active,non-default,VA,"53,275",0
27,115000,100,752,Y,2279,5708,211240,211240,0.399264,Pay-off,non-default,IL,"45,787",0
37,156900,100,740,Y,974,3147,90000,79750,0.309501,Pay-off,non-default,NC,"39,000",1
35,58500,90,684,N,2927,6235,187000,187000,0.469447,Active,non-default,OK,"38,281",0
37,135900,98,679,N,1189,8561,325000,135900,0.138886,Pay-off,non-default,CA,"49,894",0
26,190000,100,789,Y,706,2456,97000,96000,0.287459,Active,non-default,FL,"40,171",1
26,137650,97,665,Y,1302,4543,141000,141000,0.286595,Active,non-default,FL,"40,171",0
33,123000,99,781,N,2030,4753,160000,160000,0.427099,Active,non-default,OR,"42,617",0
31,221850,95,679,N,675,1875,24000,24000,0.36,Pay-off,non-default,PA,"44,286",1
37,190000,81,566,Y,1865,3657,165000,161000,0.509981,Pay-off,non-default,FL,"40,171",1
49,114400,80,661,Y,1714,4354,101000,100000,0.393661,Active,non-default,MI,"44,476",1
39,75660,97,636,N,2369,6000,125000,123500,0.394833,Pay-off,non-default,FL,"40,171",0
37,65600,80,661,N,1517,3120,130000,130000,0.486218,Active,non-default,TX,"41,275",0
49,240000,60,784,Y,1883,3829,320000,320000,0.491773,Active,non-default,CA,"49,894",0
44,146000,90,738,N,2372,5833,246000,245000,0.406652,Active,non-default,MD,"56,763",0
32,76950,95,627,Y,846,2383,101000,101000,0.355015,Pay-off,non-default,VA,"53,275",0
42,106600,97,663,N,1024,3667,138000,131242,0.279247,Active,non-default,MI,"44,476",0
48,197500,100,631,N,1246,2676,80000,78900,0.46562,Active,non-default,FL,"40,171",1
37,229500,90,755,N,872,3640,140000,140000,0.23956,Active,non-default,NC,"39,000",1
50,101700,90,682,N,5185,10505,115500,115000,0.493574,Pay-off,non-default,FL,"40,171",0
35,322400,80,669,N,0,5025,164000,163140,0,Pay-off,non-default,TX,"41,275",1
47,60000,90,740,N,2715,6797,159000,148561,0.399441,Pay-off,non-default,TX,"41,275",0
26,35000,100,678,N,0,8000,340000,330175,0,Pay-off,non-default,CA,"49,894",0
46,144500,100,646,N,1934,4779,115500,115500,0.404687,Active,non-default,TN,"38,550",1
37,273125,95,776,N,2345,9200,287000,287000,0.254891,Pay-off,non-default,CA,"49,894",0
40,212000,80,527,Y,984,2208,114000,114000,0.445652,Pay-off,non-default,FL,"40,171",1
30,111550,97,783,N,1512,3600,95000,95000,0.42,Active,non-default,PA,"44,286",1
37,65000,100,754,Y,1639,5416,163000,163000,0.302622,Active,non-default,FL,"40,171",0
25,175050,90,538,Y,901,1820,124000,122350,0.495055,Default,default,GA,"43,217",1
42,73050,90,743,Y,1440,3220,125000,125000,0.447205,Pay-off,non-default,CA,"49,894",0
45,76000,95,675,N,862,2569,93000,90000,0.335539,Active,non-default,NC,"39,000",0
30,98940,97,657,N,1749,5919,165500,163686,0.295489,Pay-off,non-default,GA,"43,217",0
37,295000,100,568,N,1077,2499,80000,80000,0.430972,Active,non-default,AL,"38,111",1
23,118300,97,784,Y,2229,4630,194000,188805,0.481425,Active,non-default,FL,"40,171",0
48,114950,95,604,Y,1090,2428,47500,47500,0.448929,Active,non-default,IA,"43,042",1
29,95950,95,662,Y,1780,4128,182000,180000,0.431202,Active,non-default,FL,"40,171",0
44,142640,100,598,Y,2590,5196,263000,263000,0.49846,Active,non-default,CA,"49,894",0
39,166150,95,636,N,1958,5349,118000,118000,0.36605,Pay-off,non-default,IL,"45,787",1
26,179950,100,702,N,1235,3968,107000,105000,0.31124,Pay-off,non-default,MD,"56,763",1
40,127315,100,692,Y,1370,2735,82000,82000,0.500914,Pay-off,non-default,VA,"53,275",1
26,146300,95,754,N,2949,4494,296500,300000,0.656208,Pay-off,non-default,CA,"49,894",0
42,171000,90,761,Y,1130,2666,75000,73000,0.423856,Active,non-default,FL,"40,171",1
37,312360,95,621,Y,1419,5025,62000,62000,0.282406,Pay-off,non-default,PA,"44,286",1
37,68000,80,773,N,1298,4994,173000,172000,0.259912,Pay-off,non-default,PA,"44,286",0
26,139000,100,760,N,2087,6000,161000,159900,0.347833,Active,non-default,NY,"44,228",0
37,126000,89,659,N,0,5025,400000,400000,0,Pay-off,non-default,NY,"44,228",0
28,322700,99,753,Y,1042,2434,121000,119500,0.428102,Pay-off,non-default,NC,"39,000",1
37,144200,100,659,N,2344,5319,124000,121500,0.440684,Pay-off,non-default,LA,"35,523",1
37,149600,80,802,Y,1228,2373,125000,125000,0.517488,Active,non-default,HI,"53,123",1
46,123150,97,686,N,0,5025,96000,96000,0,Active,non-default,IN,"43,003",1
22,104500,100,647,N,2776,7000,310000,300707,0.396571,Pay-off,non-default,CA,"49,894",0
35,101600,80,711,Y,1159,3200,98500,96000,0.362188,Pay-off,non-default,CA,"49,894",1
37,240000,83,661,Y,2060,3393,77000,76980,0.607132,Active,non-default,FL,"40,171",1
38,225000,85,661,N,2435,5025,329000,325000,0.484608,Pay-off,non-default,NH,"57,352",0
37,121600,80,717,N,1464,3830,126000,126000,0.382245,Active,non-default,NC,"39,000",0
25,287000,100,656,N,1429,4167,139000,139000,0.342933,Active,non-default,NC,"39,000",1
51,126350,95,747,N,1838,4317,215000,190000,0.425759,Pay-off,non-default,VA,"53,275",0
26,191900,95,698,Y,2217,5025,155000,155000,0.441222,Active,non-default,NJ,"56,772",1
36,162100,90,784,N,1654,3400,163000,163000,0.486471,Active,non-default,NC,"39,000",0
33,284000,80,785,N,1054,2769,109000,108250,0.380643,Active,non-default,FL,"40,171",1
37,192500,86,751,N,1149,8704,170000,170000,0.132008,Active,non-default,PA,"44,286",1
31,89100,90,714,N,978,14667,110000,109900,0.06668,Pay-off,non-default,VA,"53,275",0
23,163400,95,732,N,1501,7100,212000,210000,0.211408,Pay-off,non-default,MT,"35,201",0
28,224000,100,738,N,1146,2268,103500,103300,0.505291,Active,non-default,OH,"44,160",1
36,97850,95,663,N,1193,3578,190000,189550,0.333426,Pay-off,non-default,MI,"44,476",0
25,216310,97,793,Y,1639,3519,182000,181000,0.465757,Pay-off,non-default,MA,"52,354",1
37,191000,100,518,N,1417,3333,113000,112000,0.425143,Pay-off,non-default,TN,"38,550",1
32,103550,95,729,N,1132,4290,121000,119250,0.263869,Active,non-default,TX,"41,275",0
37,173204,95,608,Y,677,1776,85000,78000,0.381194,Pay-off,non-default,FL,"40,171",1
54,154000,95,616,Y,1376,2427,80000,78500,0.566955,Active,non-default,TX,"41,275",1
45,150300,90,648,Y,1720,3498,114000,114000,0.49171,Active,non-default,FL,"40,171",1
54,140650,97,645,Y,1597,4209,134000,133500,0.379425,Active,non-default,NE,"44,623",1
28,115000,100,694,N,2245,5789,160000,160000,0.387804,Active,non-default,FL,"40,171",0
37,66500,70,662,N,0,8750,170000,175000,0,Active,non-default,FL,"40,171",0
45,120500,41,790,N,3964,11000,206000,205000,0.360364,Active,non-default,FL,"40,171",0
24,127200,80,781,N,2388,6324,163000,161925,0.377609,Pay-off,non-default,NV,"46,984",0
28,104850,90,648,Y,2558,5220,248000,244500,0.490038,Pay-off,non-default,MD,"56,763",0
41,396000,80,685,N,3348,5025,128000,132475,0.666311,Pay-off,non-default,WA,"48,688",1
37,268500,88,677,N,0,5025,226000,225000,0,Pay-off,non-default,CA,"49,894",1
26,80000,100,706,N,3109,5834,254000,253087,0.532911,Active,non-default,NV,"46,984",0
37,170900,100,707,N,2130,2975,90000,84090,0.715966,Active,non-default,WA,"48,688",1
38,304500,102,739,Y,1166,1754,162000,159900,0.664766,Active,non-default,MN,"55,914",1
37,255900,77,811,Y,1479,3200,120000,120000,0.462188,Pay-off,non-default,OH,"44,160",1
27,88270,97,651,Y,965,2166,105000,103770,0.445522,Active,non-default,GA,"43,217",0
28,163000,100,682,N,2009,3900,180500,180296,0.515128,Pay-off,non-default,NV,"46,984",0
32,151800,95,694,Y,1375,4366,134000,133900,0.314934,Active,non-default,CT,"55,970",1
66,173200,80,662,N,0,10000,360000,359352,0,Pay-off,non-default,FL,"40,171",0
34,272000,80,713,N,1272,3195,78000,74000,0.398122,Pay-off,non-default,VA,"53,275",1
42,88000,100,750,N,1039,6850,147000,142690,0.151679,Active,non-default,SC,"39,326",0
25,105000,100,649,N,1698,4675,164900,164900,0.363209,Pay-off,non-default,FL,"40,171",0
34,187150,95,726,Y,1315,3309,145000,144600,0.397401,Pay-off,non-default,MD,"56,763",1
54,135000,100,670,N,1489,4089,129000,129000,0.364148,Pay-off,non-default,MD,"56,763",1
37,59850,90,645,N,3238,6528,218000,209000,0.496017,Active,non-default,TX,"41,275",0
31,118750,95,627,Y,2065,4731,233600,233600,0.436483,Pay-off,non-default,CA,"49,894",0
37,322699,79,779,N,1397,8860,200000,197500,0.157675,Active,non-default,IN,"43,003",1
44,60000,89,665,N,1928,6000,250000,250000,0.321333,Pay-off,non-default,CA,"49,894",0
34,94500,100,645,Y,2137,4578,121000,120000,0.466798,Pay-off,non-default,TX,"41,275",0
32,104500,70,782,N,2607,14000,398000,104500,0.186214,Active,non-default,OH,"44,160",0
36,169900,89,666,N,1732,3149,115000,82000,0.550016,Pay-off,non-default,GA,"43,217",1
46,290000,100,715,Y,937,2275,85000,85000,0.411868,Pay-off,non-default,FL,"40,171",1
52,210000,90,648,N,1154,3056,79000,78600,0.377618,Active,non-default,IA,"43,042",1
26,112500,100,761,N,1540,6624,113000,113000,0.232488,Active,non-default,OK,"38,281",0
25,90000,100,666,N,2073,5800,246000,246000,0.357414,Pay-off,non-default,NJ,"56,772",0
28,110700,90,717,N,1731,16566,112000,112000,0.104491,Active,non-default,GA,"43,217",0
58,89750,95,681,Y,2118,5000,130000,130000,0.4236,Active,non-default,TX,"41,275",0
55,55000,100,659,Y,2375,6917,182000,182000,0.343357,Pay-off,non-default,DC,"43,003",0
29,101900,100,641,N,1394,3318,115000,112000,0.420133,Active,non-default,TN,"38,550",0
37,124950,85,685,N,3565,6300,213000,212462,0.565873,Pay-off,non-default,AZ,"42,590",0
35,127500,95,644,Y,1234,2921,167000,166717,0.422458,Active,non-default,GA,"43,217",0
41,206752,92,612,Y,1474,2600,139000,139000,0.566923,Pay-off,non-default,FL,"40,171",1
51,66000,100,664,N,2203,4268,219000,218500,0.516167,Pay-off,non-default,NJ,"56,772",0
32,110000,76,723,Y,958,4152,120900,120850,0.230732,Active,non-default,GA,"43,217",0
30,130900,100,685,N,0,5878,181000,130900,0,Pay-off,non-default,AZ,"42,590",0
21,130500,100,676,N,1859,6100,310000,130500,0.304754,Pay-off,non-default,CA,"49,894",0
54,66000,100,640,N,0,5025,233000,233000,0,Pay-off,non-default,MT,"35,201",0
26,174000,95,740,N,1602,3196,147000,146701,0.501252,Active,non-default,GA,"43,217",1
31,119000,100,606,Y,3219,6902,210000,191500,0.466387,Active,non-default,NC,"39,000",0
37,106900,100,712,Y,2830,5488,268000,262000,0.515671,Active,non-default,MD,"56,763",0
38,97000,100,762,N,785,5376,75000,75000,0.146019,Active,non-default,OH,"44,160",1
37,145500,100,705,N,1526,4361,156000,152900,0.34992,Active,non-default,TN,"38,550",0
40,230000,100,686,N,1219,3000,137000,137000,0.406333,Pay-off,non-default,CA,"49,894",1
44,194700,90,787,N,0,2483,120000,118000,0,Pay-off,non-default,WA,"48,688",1
30,315000,90,666,N,1408,3100,75000,72000,0.454194,Pay-off,non-default,KY,"37,396",1
39,198835,95,776,N,1362,3323,117500,116500,0.409871,Pay-off,non-default,MI,"44,476",1
33,111620,95,714,N,3121,5912,296000,295265,0.527909,Pay-off,non-default,AZ,"42,590",0
50,201700,90,656,Y,1449,3433,158000,158000,0.42208,Pay-off,non-default,NV,"46,984",1
37,188800,80,707,Y,653,3456,95000,94900,0.188947,Active,non-default,FL,"40,171",1
23,61300,96,759,N,1650,5833,260000,257000,0.282873,Active,non-default,CO,"51,022",0
56,189769,90,729,N,1833,4600,177500,177000,0.398478,Active,non-default,VA,"53,275",1
32,173520,90,664,N,1581,3518,91000,90500,0.449403,Active,non-default,AL,"38,111",1
40,143400,95,797,N,2403,7650,290000,277000,0.314118,Active,non-default,VA,"53,275",0
25,63000,90,750,N,2075,5720,190000,189590,0.362762,Active,non-default,GA,"43,217",0
37,200250,100,602,N,1001,2632,85000,82500,0.380319,Active,non-default,IA,"43,042",1
22,149900,100,535,Y,1153,2928,98000,98000,0.393784,Pay-off,non-default,FL,"40,171",1
37,149000,100,727,Y,1044,2633,119000,114695,0.396506,Active,non-default,TX,"41,275",1
32,168300,90,521,Y,886,2423,119500,119500,0.365662,Pay-off,non-default,FL,"40,171",1
30,86810,97,672,N,1775,5169,224000,220000,0.343393,Default,default,TX,"41,275",0
47,56900,84,650,Y,2775,8033,225000,220000,0.34545,Pay-off,non-default,FL,"40,171",0
34,287000,70,606,N,3361,13000,84000,82000,0.258538,Active,non-default,IL,"45,787",1
40,137930,95,706,N,500,1776,90500,90500,0.281532,Pay-off,non-default,TN,"38,550",1
40,233450,102,652,Y,584,1998,64000,54000,0.292292,Active,non-default,NM,"37,587",1
39,225000,75,653,N,1484,2448,129000,125700,0.606209,Active,non-default,GA,"43,217",1
40,127800,90,692,Y,700,3039,52000,49500,0.230339,Active,non-default,TX,"41,275",1
37,131160,80,803,N,1019,3032,124000,122500,0.336082,Pay-off,non-default,TN,"38,550",1
23,108000,80,664,N,1358,5295,230010,230010,0.256468,Pay-off,non-default,VA,"53,275",0
39,235800,80,728,N,903,2274,125000,97000,0.397098,Pay-off,non-default,AL,"38,111",1
56,57000,100,597,N,3299,6056,250000,241750,0.544749,Active,non-default,GA,"43,217",0
34,187200,90,648,Y,1028,2254,123000,117900,0.456078,Active,non-default,GA,"43,217",1
31,172000,100,700,N,1648,4550,207000,207000,0.362198,Pay-off,non-default,MD,"56,763",0
31,267000,100,688,N,761,2649,121000,119900,0.287278,Active,non-default,WA,"48,688",1
35,223000,90,595,Y,1258,2190,130000,123524,0.574429,Active,non-default,GA,"43,217",1
56,203000,100,568,N,2437,6124,138000,137036,0.397943,Active,non-default,GA,"43,217",1
34,160400,100,769,N,973,4166,126000,124900,0.233557,Active,non-default,IL,"45,787",1
50,144000,90,705,N,2439,10500,286000,276785,0.232286,Active,non-default,CO,"51,022",0
25,123300,90,744,N,2289,6500,274000,123300,0.352154,Default,default,NJ,"56,772",0
37,119000,100,759,N,3415,9646,312000,310267,0.354033,Pay-off,non-default,MD,"56,763",0
24,134000,100,657,N,1817,6580,168581,168581,0.27614,Pay-off,non-default,FL,"40,171",0
28,54900,100,710,N,1507,5833,198000,197000,0.258358,Pay-off,non-default,GA,"43,217",0
42,188000,80,671,N,966,4500,108000,99000,0.214667,Pay-off,non-default,TX,"41,275",1
35,85000,100,768,N,1348,5476,116000,116000,0.246165,Active,non-default,WA,"48,688",0
40,186750,90,604,N,1074,3758,100000,92000,0.28579,Active,non-default,NC,"39,000",1
31,150700,97,723,N,2042,4902,166000,160000,0.416565,Pay-off,non-default,VA,"53,275",0
25,149500,100,714,Y,2789,4820,153500,151200,0.578631,Active,non-default,TX,"41,275",0
28,83590,100,763,N,1522,7337,169000,166000,0.207442,Active,non-default,NJ,"56,772",0
32,99900,87,690,N,2354,6118,225000,220000,0.384766,Active,non-default,GA,"43,217",0
26,64350,90,720,N,4679,8335,322000,320000,0.561368,Active,non-default,TX,"41,275",0
34,118275,95,604,Y,0,5025,123500,123500,0,Active,non-default,TX,"41,275",0
43,187000,73,764,N,1591,4803,122000,120000,0.331251,Active,non-default,AR,"33,948",1
31,106000,100,669,N,1356,6308,154000,142500,0.214965,Pay-off,non-default,GA,"43,217",0
22,129245,102,649,Y,1626,5000,277000,230000,0.3252,Pay-off,non-default,CA,"49,894",0
30,97000,97,633,N,2194,4850,56000,43500,0.452371,Pay-off,non-default,MD,"56,763",1
53,166500,90,561,Y,3527,5417,321000,318000,0.651098,Active,non-default,CA,"49,894",0
37,140000,80,646,N,999,2134,93000,92000,0.468135,Active,non-default,CA,"49,894",1
30,94350,80,707,N,4274,6385,235000,235000,0.669381,Pay-off,non-default,IL,"45,787",0
33,172350,90,611,N,765,2853,106000,104900,0.268139,Active,non-default,LA,"35,523",1
42,189000,95,577,Y,1852,4583,180000,178045,0.404102,Active,non-default,FL,"40,171",1
22,48900,100,667,Y,2060,8500,216000,216000,0.242353,Pay-off,non-default,NJ,"56,772",0
41,145000,88,714,N,1391,3834,78000,75000,0.362806,Active,non-default,MS,"33,659",1
36,74100,95,710,N,2435,5476,213000,208065,0.444668,Active,non-default,OH,"44,160",0
37,301000,100,666,N,740,1345,80000,79500,0.550186,Pay-off,non-default,FL,"40,171",1
35,140650,97,662,Y,894,2500,70000,64500,0.3576,Pay-off,non-default,KY,"37,396",1
21,72700,100,709,N,2270,5920,325000,325000,0.383446,Pay-off,non-default,IL,"45,787",0
23,105600,80,740,N,1403,6253,167000,165000,0.224372,Pay-off,non-default,CA,"49,894",0
31,186350,93,731,N,895,1820,91000,91000,0.491758,Active,non-default,FL,"40,171",1
34,280000,80,620,Y,2647,4190,187000,186585,0.631742,Pay-off,non-default,FL,"40,171",1
38,167600,98,683,N,1396,4931,128500,127370,0.283107,Pay-off,non-default,VA,"53,275",1
37,284000,80,748,N,1434,2580,158000,155000,0.555814,Pay-off,non-default,AL,"38,111",1
37,125650,80,626,N,2157,5025,158000,184500,0.429281,Active,non-default,NJ,"56,772",0
34,227310,95,766,N,1095,2037,82000,82000,0.537555,Pay-off,non-default,NE,"44,623",1
33,114950,95,764,Y,1753,4833,169500,169500,0.362715,Active,non-default,FL,"40,171",0
37,177100,95,684,N,0,5025,95000,90650,0,Active,non-default,TX,"41,275",1
33,84550,95,735,Y,2817,7529,74900,74900,0.374153,Active,non-default,AZ,"42,590",1
34,169000,85,766,Y,1439,2726,118000,115000,0.52788,Active,non-default,FL,"40,171",1
29,95000,100,742,N,3012,7160,265066,265066,0.42067,Active,non-default,FL,"40,171",0
27,441750,95,702,N,1424,2940,122000,114803,0.484354,Active,non-default,TX,"41,275",1
34,230000,80,778,N,1262,2500,145000,144000,0.5048,Active,non-default,KY,"37,396",1
41,112000,100,589,N,2656,7500,274000,274000,0.354133,Active,non-default,VA,"53,275",0
27,104500,100,781,N,0,8185,240000,235000,0,Active,non-default,NY,"44,228",0
37,139200,100,716,N,1484,5370,178000,169400,0.27635,Pay-off,non-default,MN,"55,914",0
21,129900,100,683,Y,1765,6400,191000,190000,0.275781,Active,non-default,TX,"41,275",0
42,368000,80,615,N,491,1817,48000,48000,0.270226,Active,non-default,PA,"44,286",1
47,133000,95,753,N,1881,10833,136000,136000,0.173636,Active,non-default,NC,"39,000",0
34,180975,95,718,N,2212,5117,120000,104000,0.432285,Active,non-default,OH,"44,160",1
37,74100,95,728,N,1638,4160,151000,150750,0.39375,Active,non-default,GA,"43,217",0
36,100000,100,742,N,1168,5433,129000,127000,0.214983,Active,non-default,WI,"47,220",0
38,94400,80,653,N,0,6850,239000,239000,0,Active,non-default,NH,"57,352",0
25,105573,92,730,N,635,4291,117000,115900,0.147984,Active,non-default,NC,"39,000",0
35,249043,95,718,N,546,1906,60000,55000,0.286464,Pay-off,non-default,WI,"47,220",1
38,164350,95,699,N,0,12300,400000,380000,0,Active,non-default,CA,"49,894",0
47,232200,97,650,N,847,5025,138000,127190,0.168568,Active,non-default,TX,"41,275",1
33,99250,91,675,N,2967,7436,124000,121961,0.399005,Pay-off,non-default,FL,"40,171",0
30,196500,100,699,N,706,5000,81500,72900,0.1412,Pay-off,non-default,FL,"40,171",1
24,105177,95,659,N,1730,3865,240000,235710,0.447607,Pay-off,non-default,NV,"46,984",0
30,125130,97,688,N,0,4650,198000,190000,0,Pay-off,non-default,FL,"40,171",0
25,164350,100,690,N,2653,4184,160000,159724,0.634082,Active,non-default,GA,"43,217",1
37,132180,95,788,N,1208,3178,119000,119000,0.380113,Active,non-default,PA,"44,286",1
46,240800,80,687,N,2219,5025,222000,221790,0.44162,Pay-off,non-default,IL,"45,787",1
48,166100,95,658,N,888,2279,171500,166100,0.389645,Active,non-default,MD,"56,763",0
31,90250,95,597,N,1514,4191,120000,119000,0.36125,Pay-off,non-default,VA,"53,275",0
40,141300,100,723,N,2516,4524,180000,175350,0.556145,Active,non-default,MI,"44,476",0
42,171600,80,740,N,935,3500,110000,104000,0.267143,Active,non-default,TX,"41,275",1
27,178050,100,780,Y,475,1611,49000,47000,0.294848,Active,non-default,PA,"44,286",1
38,320000,80,643,N,543,3147,75000,75000,0.172545,Pay-off,non-default,NC,"39,000",1
73,145500,76,687,Y,1905,4160,230000,230000,0.457933,Active,non-default,FL,"40,171",0
24,71750,97,719,Y,4174,7011,200000,200000,0.59535,Pay-off,non-default,NH,"57,352",0
26,170000,100,766,N,1245,3184,174000,174000,0.391018,Active,non-default,GA,"43,217",0
37,112000,95,731,N,2068,4925,315000,315000,0.419898,Active,non-default,CA,"49,894",0
60,125000,58,518,Y,3048,5000,165000,165000,0.6096,Pay-off,non-default,FL,"40,171",0
35,144600,80,760,N,3542,12824,330000,319000,0.276201,Active,non-default,IL,"45,787",0
42,164890,97,630,N,1571,3732,175000,174600,0.420954,Active,non-default,CO,"51,022",0
50,461825,102,659,N,0,5025,128000,127500,0,Active,non-default,OK,"38,281",1
42,274900,98,660,Y,477,1508,58000,55000,0.316313,Pay-off,non-default,MN,"55,914",1
49,100291,95,678,N,1930,5550,242000,235000,0.347748,Active,non-default,CA,"49,894",0
36,238800,93,685,N,378,3200,67000,45000,0.118125,Default,default,MI,"44,476",1
19,106600,97,759,Y,1987,5015,270000,257000,0.396211,Active,non-default,NY,"44,228",0
21,86815,97,672,N,3371,5133,218000,216579,0.656731,Pay-off,non-default,OH,"44,160",0
38,136800,100,665,N,1555,4388,190000,189881,0.354376,Pay-off,non-default,NV,"46,984",0
32,243000,98,736,Y,1436,2594,96000,94900,0.553585,Active,non-default,TX,"41,275",1
48,125000,100,676,Y,1097,3107,80000,80000,0.353074,Active,non-default,LA,"35,523",1
23,151628,100,714,N,3007,6803,135000,135000,0.442011,Pay-off,non-default,IN,"43,003",1
37,140000,71,682,N,861,1794,87000,85000,0.479933,Active,non-default,NY,"44,228",1
23,106300,100,669,N,3138,7508,265000,249500,0.417954,Pay-off,non-default,TN,"38,550",0
37,144000,80,641,Y,847,2513,91000,89900,0.337047,Active,non-default,MI,"44,476",1
28,86000,100,805,N,713,6566,119000,119000,0.10859,Active,non-default,MD,"56,763",0
28,123000,100,585,N,2407,5880,131500,131500,0.409354,Active,non-default,SC,"39,326",0
51,65600,79,742,N,502,5025,92000,78500,0.099907,Pay-off,non-default,MT,"35,201",0
28,114000,100,765,N,1909,7417,261000,258000,0.257382,Active,non-default,MD,"56,763",0
50,198500,100,665,Y,965,3813,74000,74000,0.253082,Active,non-default,IL,"45,787",1
37,188780,100,761,N,1042,2750,101000,99900,0.378909,Active,non-default,AR,"33,948",1
42,137200,80,778,N,3528,11470,520000,516000,0.307585,Active,non-default,HI,"53,123",0
42,89000,100,672,Y,2184,4920,164000,163289,0.443902,Pay-off,non-default,NC,"39,000",0
28,204300,90,567,Y,1552,3302,212000,210000,0.470018,Active,non-default,GA,"43,217",0
38,180000,80,643,Y,762,1982,68500,68500,0.38446,Active,non-default,IA,"43,042",1
28,182598,102,721,N,1527,2856,160000,159712,0.534664,Active,non-default,IL,"45,787",1
27,67500,90,661,N,2367,6250,240000,234000,0.37872,Pay-off,non-default,CA,"49,894",0
25,33950,97,542,Y,1519,3762,153000,152900,0.403775,Active,non-default,NC,"39,000",0
37,135200,80,712,N,965,4841,130000,130000,0.199339,Active,non-default,TX,"41,275",1
24,98800,95,596,N,1544,4604,158500,156075,0.335361,Active,non-default,FL,"40,171",0
26,59900,100,690,N,2433,7627,285000,285000,0.318998,Pay-off,non-default,UT,"50,614",0
31,189250,95,780,N,1390,2772,187000,186000,0.501443,Active,non-default,WA,"48,688",1
32,109800,90,666,N,2574,13600,333000,109800,0.189265,Pay-off,non-default,MA,"52,354",0
37,119350,89,698,N,2018,4157,230000,226521,0.485446,Pay-off,non-default,AZ,"42,590",0
29,111550,97,560,N,1837,4299,256000,249000,0.427309,Active,non-default,MD,"56,763",0
25,99900,100,737,N,1906,7440,144000,136290,0.256183,Pay-off,non-default,NJ,"56,772",0
46,85000,100,642,N,2770,6083,149900,149900,0.455367,Pay-off,non-default,TN,"38,550",0
35,155000,100,661,N,1486,3690,164000,164000,0.40271,Active,non-default,GA,"43,217",0
30,135273,97,651,N,3108,4884,126000,124900,0.636364,Pay-off,non-default,MD,"56,763",1
27,139555,95,660,Y,731,1741,85000,83500,0.419874,Active,non-default,AZ,"42,590",1
47,97000,100,782,N,1541,4511,124000,124000,0.341609,Active,non-default,OH,"44,160",0
41,96000,100,596,N,4094,7916,229000,229000,0.51718,Default,default,NY,"44,228",0
37,67600,95,710,N,1617,4335,150000,150000,0.37301,Pay-off,non-default,NJ,"56,772",0
45,141998,102,660,N,749,2571,75000,74900,0.291326,Pay-off,non-default,RI,"46,199",1
23,180000,100,615,Y,1301,3172,126500,126500,0.410151,Pay-off,non-default,CA,"49,894",1
37,113537,25,729,N,490,2158,87000,87000,0.227062,Active,non-default,AR,"33,948",1
